Bus No,Start,Destination,Route,Area Section
517,Pallavaram,Vadanemili,"Chromepet, Tambaram Sanatorium, Tambaram, Vandalur, Kandigai, Mambakkam, Pudhupakkam, Chettinad Hospital, Kelambakkam, Kovalam, Thiruvidanthai",Pallavaram
517K,Pallavaram,Kovalam,"Eachangadu, Kovilambakkam, Medavakkam Koot Road, Sholinganallur, Kelambakkam",Pallavaram
517T,Pallavaram,Thirupporur,"Eachangadu, Kovilambakkam, Medavakkam Koot Road, Sholinganallur, Kelambakkam",Pallavaram
583E,Pallavaram,Vallakkottai,"Tambaram, Mudichur, Padappai, Serapanancherri, Oragadam, Maathur",Pallavaram
R21,Pallavaram,Broadway,"Eachangadu, Kilkattalai, Velachery, SRP, Adayar, Foreshore Estate, Anna Square",Pallavaram
A70,Pallavaram,Avadi,"Ambattur, Padi, Thirumangalam, CMBT, Vadapalani, Ashok Pillar, Kathipara, Chennai Airport",Pallavaram
53S,Pattabiram,CMBT,"Thiruverkadu, Sundaransozhapuram, Mettupalayam,Thandarai",Pattabhiram
66P,Pattabiram,Tambaram,"Pallavaram, Kundrathur, Poonamallee,Parivakkam, Chittukadu,Thandarai",Pattabhiram
F70,Pattabiram,Guindy TVK Estate,"Avadi, Ambattur I.E, Lucas, Anna Nagar West, Koyambedu market, CMBT, Vadapalani, West Saidapet",Pattabhiram
121E,Pattabiram,M.K.B Nagar,"Vyasarpadi, Moolakadai, TVK Nagar, Retteri, Lucas, Ambattur, Avadi",Pattabhiram
M153,Pattabiram,CMBT,"Thandarai,Chittukadu,Thirumazhisai, P oonamallee,Kumananchavadi, Madura voyal",Pattabhiram
170P,Pattabiram,Tambaram,"Avadi, Ambattur OT, Golden Flats, Thirumangalam, CMBT, Vadapalani, Pallavaram, Chromepet",Pattabhiram
536,Pattabiram,Ponneri,"Avadi, Ambattur O.T., Pudhur, Puzhal, Red Hills",Pattabhiram
565,Pattabiram,Sriperumbudur,"Avadi, Govardhanagiri, Karaiyanchavadi, Poonamallee, Irrunkatturkottai",Pattabhiram
27H xt,Pattabiram,Anna Square,"Triplicane, LIC, DPI, Sterling Road, Anna Arch, Thirumangalam, Padi, Ambattur OT, Avadi",Pattabhiram
34xt,Pattabiram,Thiruvottiyur,"Ambattur I.E, Thirumangalam, Rountana, Chinthamani, Kellys, Purasaiwakkam, Choolai P.O., Regal, V.Nagar, Tondiarpet, Tollgate, Therady",Pattabhiram
54C,Pattabiram,Poonamallee,"Parivakkam, Chittukadu,Thandarai",Pattabhiram
65P,Pattabiram,Ambattur I.E,"Ambattur OT, Avadi Market, Poonamallee, Thandurai",Pattabhiram
B70,Pattabiram,Guindy Estate,"Avadi, Ambattur OT, Padi, CMBT, Vadapalani, Udhayam, CIPET",Pattabhiram
566B,Pattur,Kovalam,"Kundrathur, Anakaputhur, Pammal, Pallavaram, Chromepet, Tambaram Sanatorium, Tambaram, Perugalathur, Vandalur, Kandigai, Mambakkam, Pudhupakkam, Chettinad Hospital, Kelambakkam",Pattur
17P,Pattur,Vadapalani,"Mangadu, Porur, Virugambakkam",Pattur
154,Pattur,T. Nagar,"Mangadu, Iyyapanthangal, Porur, Ramapuram, St.Thomas Mount, Guindy, Saidapet",Pattur
595,Pazhaverka du,Tollgate,"Thiruvottriyur, Sathyamoorthy nagar, Minjur, Kadapakkam, Thathanmanji, Perliyambakkam, Pulicut",Pazhaverkadu
595A,Pazhaverka du,Thiruvottiyur,"Sathyamoorthy nagar, Minjur, Kadapakkam, Thathanmanji, Perliyambakkam, Pulicut",Pazhaverkadu
558B,Pazhaverka du,Moolakadai,"Madhavaram, Redhills, Karanodai, Ponneri, Kanchivoyal, Thirupalaivanam, Perliyambakkam, Pulicut",Pazhaverkadu
591,Perambakk am,T.Nagar,"Guindy, Porur, Poonamallee, Thandalam, Mannur, Kattukoot rd, Mappedu, Koovam",Perambakkam
591B,Perambakk am,Vadapalani,"Virugambakkam, Porur, Poonamallee, Thandalam, Mannur, Kattukoot rd, Mappedu",Perambakkam
583B,Perambakk am,Tambaram,"Old Perungalathur, Manimangalam, Sriperumbudur, Kattu Koot road, Meppedu, Koovam",Perambakkam
29A,Perambur,Anna Square,"Otteri, Devoton, Egmore, Pudhupet, Walaja Road, Bells Road, Triplicane",Perambur
29B,Perambur,Saidapet,"Otteri, Doveton, KMC, Chetpet, Sterling Road/College Road, Gemini, DMS, T.Nagar",Perambur
29C,Perambur,Besant Nagar/Thiruva nmiyur,"Jamaliya, Otteri, KMC, Chetpet, Sterling Road/College Road, Gemini, Mylapore, Mandaveli, Adyar",Perambur
29E,Perambur,Thiruverkadu,"Otteri, Purasawakkam High Road, Kellys, Aminjikarai, Koyambedu, Nerkundram, Maduravoyal, Velappanchavadi",Perambur
129,Perambur,Okkium Thoraipakkam,"Perungudi, Tidel Park, Saidapet, Gemini, LIC, KMC, SHIVASHANMUGAPURAM",Perambur
129C,Perambur,Nanganallur,"T.Nagar,Sterling Road,Chetpet,Otteri",Perambur
142,Perambur,Vinayagapuram,,Perambur
29N,Perambur,Velachery,"Saidapet, T. Nagar, DMS, Gemini, Sterling Road/College Road, KMC",Perambur
64P,Perambur,Minjur,"Napalayam, Manali new town, MFL, CPCL, Manali, Madhavaram Milk",Perambur
164,Perambur,Mathur MMDA,"Madhavaram Milk colony, Thapal petti, Moolakadai",Perambur
170N,Perambur,Kilkattalai,"Nanganallur, Guindy, Udhayam, Vadapalani, CMBT, Thirumangalam, Retteri, Venus",Perambur
514,Periyapalay am,CMBT,"Lucas, Puzhal, Red Hills, Karanodai,Janappan chathram x road, Bandikavanoor,Kannigaipair",Periyapalayam
505A,Periyapalay am,Thiruvallur,"Vadamadurai, Vengal, Tamaraipakkam, Vishnuvakkam, Moolakarai, Ekkadu Kandigai",Periyapalayam
505P,Periyapalay am,Red Hills,"Alamadhi, Tamaraipakkam, Vengal, Vadamadurai",Periyapalayam
532,Periyapalay am,Vallalar Nagar,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Arani",Periyapalayam
547,Periyapalay am,V Nagar,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Siruvapuri",Periyapalayam
547A,Periyapalay am,V Nagar,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Akarambakkam, Arani, Kosavampettai",Periyapalayam
563,Periyapalay am,Ambattur I.E,"Ambattur OT, Avadi, Pattabiram",Periyapalayam
580P,Periyapalay am,Poonamallee,"Thirumazhisai, Vellavedu, Pudhuchatiram, Periyakottambedu, Kosavapalayam, Thiruninravur, Pakkam, Tamaraipakkam, Vadamadurai",Periyapalayam
592G,Periyapalay am,V Nagar,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai,Pandy Kavanoor Rd JN, Kannigaipair",Periyapalayam
29L,Periyar Nagar,Thiruvanmiyur,"Egmore, Teynampet, Saidapet, Adyar",Periyar Nagar
8A,Periyar Nagar,Tollgate,"Tondiarpet, V.Nagar, Regal, Choolai P.O, Otteri,Jamalaya, Venus",Periyar Nagar
B29N,Periyar nagar,Velachery,"Saidapet, T. Nagar, DMS, Gemini, Sterling Road/College Road, KMC, Doveton, Perambur, Venus",Periyar Nagar
42,Periyar Nagar,Broadway,"Central R.S, Periamet, Natarajatheatre, Pulianthope, Pattalam, Kannigapuram, Perambur B.S, Venus, Peravallur",Periyar Nagar
46B,Periyar Nagar,CMBT,"Perambur, Ayanavaram, ICF, Anna Nagar East, Arumbakkam",Periyar Nagar
138A,Periyar Nagar,Thiruvottiyur,"Tondiarpet, Mint, Basin Bridge, Vyasarpadi, Moolakadai, TVK Nagar",Periyar Nagar
170G,Periyar Nagar,Tambaram,,Periyar Nagar
583P,Pondhur,Tambaram,"Serapanancherri, Padappai, Mannivakkam, Mudichur",Pondhur
49A,Poonamalle e,T.Nagar,"Kumananchavadi, Porur, K.K. Nagar, Ashok Pillar",Poonamallee
49B,Poonamalle e,T.Nagar,"Kumananchavadi, Mangadu, Porur, K.K. Nagar, Ashok Pillar",Poonamallee
54,Poonamalle e,Broadway,"Kumananchavadi, Porur, Guindy, DMS, TVS, LIC, Central R.S",Poonamallee
54A,Poonamalle e,Thirunindravur,"Thirumazhisai, Vellavedu, Pudhuchatiram, Periyakottambedu, Kosavapalayam",Poonamallee
54C,Poonamalle e,Pattabiram,"Parivakkam, Chittukadu,Thandarai",Poonamallee
54F,Poonamalle e,Mandaveli,"Kumananchavadi, Iyyapanthangal, Porur, Guindy, Adayar",Poonamallee
54P,Poonamalle e,T.Nagar,"Kumanan chavadi, Mangadu, Paraniputhur, Baikadai, Moulivakkam, Porur, Guindy, Saidapet",Poonamallee
F54,Poonamalle e,Mandaveli,"Kumananchavadi, Iyyapanthangal, Porur, Guindy, Kotturpuram, Adyar Gate",Poonamallee
62,Poonamalle e,Red Hills,"Karayan chavadi, Seeneerkuppam, Goverdhangiri, Avadi Market, Avadi, Thirumullaivoyal, Ambathur OT, Pudur, Kallikuppam, Puzhal, Bypass road, Kavangarai, Ayurveda Ashramam",Poonamallee
62xt,Poonamalle e,Padiyanallur,"Karayan chavadi, Seeneerkuppam, Goverdhangiri, Avadi Market, Avadi, Thirumullaivoyal, Ambathur OT, Pudur, Kallikuppam, Puzhal, Bypass road, Kavangarai, Ayurveda Ashramam, Red Hills",Poonamallee
65V,Poonamalle e,Villivakkam,"Nadhamuni, Padi, Ambattur I.E, Ambattur OT, Avadi, Karaiyanchavadi",Poonamallee
PP66,Poonamalle e,Vandalur Zoo,"Tambaram, Chromepet, Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Karaiyanchavadi",Poonamallee
66,Poonamalle e,Tambaram,"MEPZ, Chromepet, Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Karaiyanchavadi",Poonamallee
66S,Poonamalle e,Sholinganallur,"Mettukuppam, Kamatchi Hospital, Echangadu, Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Karaiyanchavadi",Poonamallee
154B,Poonamalle e,Nanganallur,"Kumanachavadi, Porur, Guindy,St.Thomas Mount,Vanuvampet",Poonamallee
562B,Poonamalle e,Ponneri,"Janappan chathram x Road, Karanodai, Red Hills, Puzhal, Ambattur OT, Avadi, Karaiyanchavadi",Poonamallee
578P,Poonamalle e,Elampakkam,"Chembarambakkam, Irunkattukottai, Pennalur EB, Sriperumbudur, Mambakkam, Vadamangalam, Thirumangalam, S.V.Chatiram, Maduramangalam Koot road, Pudhupattu",Poonamallee
580P,Poonamalle e,Periyapalayam,"Thirumazhisai, Vellavedu, Pudhuchatiram, Periyakottambedu, Kosavapalayam, Thiruninravur, Pakkam, Tamaraipakkam, Vadamadurai",Poonamallee
591C,Poonamalle e,Narasinprm M Koil,"Chembarambakkam, Chetipedu, Thandalam, Mannur, Kattukoot rd, Mappedu, Perambakkam",Poonamallee
25G,Poonamalle e,Anna Square,"Kannaki Statue, V.House, Royapettah, Palmgrove, Liberty, Vadapalani, Porur, Iyyapanthangal, Kumananchavadi",Poonamallee
53,Poonamalle e,Broadway,"Kumananchavadi, Mathruvayoil, Arumbakkam, Aminijikarai, KMC, Central R.S",Poonamallee
M54,Poonamalle e,T.Nagar,"Saidepet, Guindy, Porur, Iyyapanthangal, Kumananchavadi",Poonamallee
55J,Poonamalle e,Tambaram,"Kadapery, Thiruneermalai, Burma Colony, Vazhuthulapedu, Kundrathur Murugan koil, Kundrathur, Mangadu, Kumanan chavadi",Poonamallee
55K,Poonamalle e,Tambaram,"Tambaram Sanatorium, Chromepet, Pallavaram, Pammal Kamarajapuram, Thiruneermalai, Kundrathur Murugan koil, Kundrathur, Mangadu, Kumanan chavadi",Poonamallee
65,Poonamalle e,Avadi,"Govardhanagiri, Mettupalayam, Kaduveti, Karaiyanchavadi",Poonamallee
65B,Poonamalle e,Ambattur I.E,"Karayan chavadi, Seeneerkuppam, Goverdhangiri, Avadi Market, Avadi, Thirumullaivoyal, Ambathur OT, Canara bank, Dunlop, AMBIT Park",Poonamallee
65E,Poonamalle e,Ambattur I.E,"Ambattur OT, Avadi, Kamaraj Nagar, Karaiyanchavadi",Poonamallee
65K,Poonamalle e,Avadi,"Govardhanagiri, Mettupalayam Rd JN, Parivakkam Rd JN, Kaduveti, Karaiyanchavadi",Poonamallee
66K,Poonamalle e,Kilkattalai,"Inchangadu, Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Kumananchavadi, Karaiyanchavadi",Poonamallee
162,Poonamalle e,Madhavaram,"Koyambedu Junction, Mathuravoyal, Kumananchavadi, Karaiyanchavadi",Poonamallee
553K,Poonamalle e,Sriperumbudur,"Chembarambakkam, Thandalam Koot road, Irrungattukottai, Pennalur EB",Poonamallee
54B,Porur,Saidapet,"Moulivakkam, Baikadai, Periyapannicherry, Kolapakkam, Manapakkam, Nandambakkam,Butt road, Kathipara, Guindy I.E, Little Mount",Porur
M89,Porur,Somangalam,Kundrathur,Porur
52,Pozhichalur,Broadway,"Pallavaram, Guindy, Saidapet, DMS, TVS, LIC, Central RS",Pozhichalur
52H,Pozhichalur,Manimangalam,"Pallavaram,Chromepet,Tambaram, Mudichur, Mannivakkam, Karasangal",Pozhichalur
52J,Pozhichalur,Durga nagar,"Pallavaram, Chromepet, T.B.Sanatorium,",Pozhichalur
M52,Pozhichalur,Guduvanchery,"Pallavaram,Chromepet,Tambaram, Perungalathur, Vandalor Zoo",Pozhichalur
M1P,Pozhichalur,Thiruvanmiyur,"Velachery, Kilkattalai, Pallavaram, Pammal",Pozhichalur
52S,Pozhichalur,Nemilicheri,"Chromepet, Pallavaram",Pozhichalur
118P,Puzhuthiva kkam,Guduvanchery,"Aadambakkam, Guindy,Pallavaram, Tambaram, Zoo",Puzhuthivakkam
51P,Puzhudiva kkam BS,High Court,Gunidy Race Course,Puzhuthivakkam
M270,Puzhuthiva kkam,Ambattur I.E,"Aadambakkam, Guindy, Udhayam, CMBT, Thirumangalam",Puzhuthivakkam
554A,Puzhuthiva kkam,Sriperumbudur,"Guindy, Porur, Kumananchavadi, Poonamallee, Irrungattukottai",Puzhuthivakkam
62A,Red Hills,Ambattur I.E,Pudur,Red Hills
62C,Red Hills,SRMC(Porur),"Iyyapanthangal, Kattupakkam, Kumanan chavadi, Saveetha Engineering College, Ayapakkam, Ambathur OT, Pudur, Kallikuppam, Puzhal, Bypass road, Kavangarai, Ayurveda Ashramam",Red Hills
114,Red Hills,Vandalur Zoo,"Tambaram, Pallavaram, Guindy, Ashok nagar, Vadapalani, CMBT, Thirumangalam, Anna nagar west, Padi, Thathankuppam, Kolathur, Retteri, Puzhal, Kavangarai, Ayurveda Ashramam",Red Hills
114A,Red Hills,Ayanavaram,"Puzhal, Nethaji Circle(byepass), Retteri, Lucas, ICF",Red Hills
157E,Red Hills,Ennore,"Puzhal, Moolakadai,Sharma Nagar, M.K.B Nagar, Korukkupettai, Tondaripet, Tollgate, Theradi, Thiruvottiyur",Red Hills
M157,Red Hills,Thiruvottiyur,"Puzhal, Moolakadai,Sharma Nagar, M.K.B Nagar, Korukkupettai, Tondaripet, Tollgate, Theradi",Red Hills
242,Red Hills,Broadway,"Central R.S, Vepery, Doveton, Perambur, Kolathur, Puzhal",Red Hills
242xt,Red Hills,Anna Square,,Red Hills
505P,Red Hills,Periyapalayam,"Alamadhi, Tamaraipakkam, Vengal, Vadamadurai",Red Hills
557C,Red Hills,Kallur,"Karanodai, Thachur Koot Road, Puduvayal, Kavarapettai, Gummidipoondi R.S., Elavur, Kuppam, Chinna Mangodu",Red Hills
557M,Red Hills,Madarpakkam,"Karanodai, Thachur Koot Road, Puduvayal, Kavarapettai, Gummidipoondi, Equavarpalayam, Pathirivedu",Red Hills
558M,Red Hills,Minjur N.T.,,Red Hills
562A,Red Hills,Sriperumbudur,"Puzhal, Pudur, Ambattur OT, Avadi, Karaiyanchavadi, Poonammallee, Irrunkatturkottai",Red Hills
592A,Red Hills,Uthukkottai,"Karanodai, Thatchur Koot road,Kannigaipair, Periyapalayam",Red Hills
558A,RedHills,Minjur,Karanodai,Red Hills
57,Red Hills,V Nagar,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal",Red Hills
58A,Red Hills,Broadway,"V.Nagar, Vyasarpadi, Moolakadai,",Red Hills
61R,Red Hills,Avadi,"HVF Hospital, Kovilpadagai, Vellanur, Veerapuram, Kadavoor",Red Hills
62,Red Hills,Avadi,"Thirumullaivoyal, Ambathur OT, Pudur, Kallikuppam, Surapedu, Puzhal, Bypass road, Kavangarai, Ayurveda Ashramam",Red Hills
62,Red Hills,Poonamallee,"Karayan chavadi, Seeneerkuppam, Goverdhangiri, Avadi Market, Avadi, Thirumullaivoyal, Ambathur OT, Pudur, Kallikuppam, Puzhal, Bypass road, Kavangarai, Ayurveda Ashramam",Red Hills
65H,Red Hills,Avadi,"Pattabiram, Thirunindravur",Red Hills
C70,Red Hills,Guindy Estate,"Ashok nagar, Vadapalani, CMBT, Thirumangalam, Anna nagar west, Padi, Thathankuppam, Kolathur, Retteri, Puzhal, Kavangarai, Ayurveda Ashramam",Red Hills
505,Red Hills,Thiruvallur,"Alamadhi, Tamaraipakkam, Vishnuvakkam, Moolakarai, Ekkadu Kandigai",Red Hills
M2,Saidapet,Ottiambakkam,"Velachery, Medavakkam",Saidapet
5R,Saidapet,Velachery,"Guindy, N.G.O. Colony, St.Thomas Mount, Vanuvampet, Velachery MRTS",Saidapet
M11,Saidapet,Tambaram East,"Guindy, St.Thomas Mount, Kilkattalai, Kovilambakkam, Medavakkam Koot Road, Santhosapuram, Camp Road",Saidapet
19B,Saidapet,Kelambakkam,"IIT Chennai, Madhya Kailash, Tidel Park, Thoraipakkam, SIRUSERI",Saidapet
19B xt,Saidapet,Thirupporur,"IIT Chennai, Madhya Kailash, Tidel Park, Thoraipakkam, SIRUSERI,Kelambakkam",Saidapet
51B,Saidapet,Karanai,"Checkpost, Velachery, Narayanapuram, Pallikaranai, Medavakkam, Sithalapakkam koot road, Sithalapakkam, Arasan kazhani, Ottiyambakkam",Saidapet
51E,Saidapet,Madipakkam BS,"Velachery, Ram Nagar",Saidapet
51S,Saidapet,Tambaram East,"St.Thomas Mount, Madippakkam, Keelkattalai, Kovilambakkam, Medavakkam Koot Road, Kamarajapuram, Camp Road",Saidapet
M51D,Saidapet,Kelambakkam,"Velachery, Medavakkam, Ottiyambakkam, Karanai, Thalambur, Pudhupakkam, Chettinad Hospital",Saidapet
54E,Saidapet,Meppur,"Guindy, Ramapuram, Porur, Kumanan chavadi, Poonamallee",Saidapet
65A,Saidapet,Muthapudupet,"Guindy, Porur, Kumananchavadi, Karaiyanchavadi, Avadi, HVF Hospital",Saidapet
29B,Saidapet,Perambur,"Otteri, Doveton, KMC, Chetpet, Sterling Road/College Road, Gemini, DMS, T.Nagar",Saidapet
51H,Saidapet,Tambaram East,"Velachery,Pallikkaranai, Medavakkam, Kamarajapuram, Camp Road",Saidapet
A51 cut,Saidapet,Tambaram East,"Camp Road, Kamarajapuram, Medavakkam, Pallikkaranai, Velachery, Guindy Race Course",Saidapet
54B,Saidapet,Porur,"Moulivakkam, Baikadai, Periyapannicherry, Kolapakkam, Manapakkam, Nandambakkam,Butt road, Kathipara, Guindy I.E, Little Mount",Saidapet
12C,Saligramam,Mylapore,"Vadapalani, Rangarajapuram, Panagal Park, S.I.E.T, Adyar Gate, Mandaveli",Saligramam
17E,Saligramam,Broadway,"Central, Chindatripet, Egmore, DPI, Sterling Road, Valluvarkottam, Liberty, Vadapalani",Saligramam
M119,Semmenche ri,Guindy,"Velachery,SRP,Perungudi",Semmencheri
M119A,Semmenche ri,T.Nagar,"Saidapet, Velachery, SRP, Perungudi",Semmencheri
M119B,Semmenche ri,Guindy,"Saidapet,GandhiMandapam, Adyar,Thi ruvanmiyur",Semmencheri
A19,Shozhingan allur,Madhya Kailash,"Thoraippakkam, SRP, Tidel Park",Shozhinganallur
M51,Sholinganal lur,T. Nagar,"Velachery, Medavakkam",Shozhinganallur
M51,Sholinganal lur,T.Nagar,"Saidapet, Velacherry, Pallikaranai, Medavakkam, Perumbakkam",Shozhinganallur
66S,Sholinganal lur,Poonamallee,"Mettukuppam, Kamatchi Hospital, Echangadu, Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Karaiyanchavadi",Shozhinganallur
553,Sriperumbu dur,Broadway,"Central R.S, KMC, Kumananchavadi, Poonamallee, Irrungattukottai",Sriperumbudhur
553A,Sriperumbu dur,CMBT,"Mathruvayoil, Kumananchavadi, Poonamallee, Irrungattukottai",Sriperumbudhur
553K,Sriperumbu dur,Poonamallee,"Chembarambakkam, Thandalam Koot road, Irrungattukottai, Pennalur EB",Sriperumbudhur
554A,Sriperumbu dur,Puzhuthivakka m,"Guindy, Porur, Kumananchavadi, Poonamallee, Irrungattukottai",Sriperumbudhur
578,Sriperumbu dur,Kundrathur,"Mangadu, Kumananchavadi, Poonamallee, Chembarambakkam, Irrungattukottai",Sriperumbudhur
578A,Sriperumbu dur,Vadapalani,"Virugambakkam, Valasarawakkam, Porur, Kovoor, Kundrathur, Somangalam, Nallur, Sumtheramedu Koot road, Pillaipakkam, Pattunool Chatiram",Sriperumbudhur
583,Sriperumbu dur,Tambaram,"Mudichur, Padappai, Serapanacherri, Oragadam, Vallakottai, Pondur",Sriperumbudhur
502,Sriperumbu dur,Broadway,"Central R.S, LIC, Saidapet, Guindy, Porur, Kumananchavadi, Poonamallee, Irrungattukottai",Sriperumbudhur
562A,Sriperumbu dur,Red Hills,"Puzhal, Pudur, Ambattur OT, Avadi, Karaiyanchavadi, Poonammallee, Irrunkatturkottai",Sriperumbudhur
565,Sriperumbu dur,Pattabiram,"Avadi, Govardhanagiri, Karaiyanchavadi, Poonamallee, Irrunkatturkottai",Sriperumbudhur
583C,Sriperumbu dur,Tambaram,"Mudichur, Mannivakkam, Karasangal, Manimangalam",Sriperumbudhur
583D,Sriperumbu dur,Tambaram,"Old Perungalathur, Manimangalam, Mullai Nagar",Sriperumbudhur
554,Sunguvarch atiram,T. Nagar,"Saidapet, Guindy, Porur, Kumananchavadi, Poonamallee, Irrungattukottai,Sriperumbudur",Sunguvar Chathiram
525,Sunguvarch atiram,Vadapalani,"Virugambakkam, Valasarawakkam, Porur, Poonamallee, Irrungattukottai, Sriperumbudur, Thirumangalam koot road,Mambakkam,Vadamangalam",Sunguvar Chathiram
549,Sunguvarch athiram,Thiruvanmiyur,"Adyar, Guindy, Porur, Iyyapanthangal, Kumananchavadi, Poonamallee, Irungatukottai, Sriperumbudur",Sunguvar Chathiram
554B,Sunguvarch atram,Ekkaduthangal,"Porur, Kumananchavadi, Poonamallee, Irrungattukottai, Sriperumbudur",Sunguvar Chathiram
51F,Sunnabu kulathur,T. Nagar,Velachery,Sunnambu Kolathur
5A,T. Nagar,Tambaram East,"Saidapet, Velachery, Medavakkam, Camp Road",T.Nagar
5B,T. Nagar,Mylapore,"Saidapet, Anna University, Adyar, Sathyastudio, Mandaveli",T.Nagar
5G,T. Nagar,Kannagi Nagar,"Saidapet, Velachery, Taramani, RMZ, Perugudi",T.Nagar
A5,T. Nagar,Balaji Nagar,"Saidapet, Velachery, Medavakkam, Kamarajapuram",T.Nagar
7K,T.Nagar,Taramani,"Saidapet, Anna university, CPT, WPT,Tidel park",T.Nagar
M7,T.Nagar,Thiruvanmiyur,"Saidapet, Velachery, SRP Tools",T.Nagar
M7A,T.Nagar,Thiruvanmiyur,"Saidapet, Guindy, Velachery, IRT, SRP Tools",T.Nagar
9M,T.Nagar,A.G.S Office Colony,"Saidapet, Guindy, NGO Colony, Brindavan nagar, Kakkan Bridge",T.Nagar
12,T.Nagar,Vivekananda House,"Teynampet, Alwarpet, Luz, Chennai Citi Centre",T.Nagar
12A,T. Nagar,Foreshore Estate,"Pondy bazaar,Alwarpet, Luz, Santhome",T.Nagar
M12A,T. Nagar,Foreshore Estate,"Pondy bazaar,Alwarpet, Luz, Santhome",T.Nagar
13B,T. Nagar,Triplicane,"Zambazzar, Express avenue, Royapettah, Gopalapuram playground, Thousand Lights, DMS, Pondy Bazzar, Panagal park",T.Nagar
19B xt,T.Nagar,Thaiyur Koman Nagar,"Saidapet, IIT Chennai, Madhya Kailash, Tidel Park, Thoraipakkam, SIRUSERI, Kelambakkam",T.Nagar
19C,T. Nagar,Okkiam Thorapakkam,"Saidapet, Madhya Kailash, Tidel park, SRP Tools, Perugudi",T.Nagar
19H,T.Nagar,Kanathur,"Saidapet, Anna university, Adyar, Thiruvanmiyur, Kottivakkam, Palavakkam, Neelangarai, Injambakkam, Uthandi",T.Nagar
19T,T.Nagar,Thalambur,"Saidapet, SRP Tools, Sholinganallur, Navalur",T.Nagar
M19A,T. Nagar,Kelambakkam,"Saidapet, Adyar, Thiruvanmiyur, Perungudi",T.Nagar
M19B,T. Nagar,Kannagi Nagar,"Saidapet, Adyar, Thiruvanmiyur, Jain College, Perungudi",T.Nagar
27C,T. Nagar,Thiruverkadu,"Panagal park, Bharathinagar, Liberty, Power house, Vadapalani, MMDA Colony, CMBT, Koyambedu Market, Nerkundram, Maduravoyal, Vanagaram, Velappan chavadi",T.Nagar
27C cut,T. Nagar,Anna nagar West,"Panagal park, Bharathinagar, Liberty, Power house, Vadapalani, MMDA Colony, CMBT, Thirumangalam",T.Nagar
27T,T.Nagar,Oragadam,"Ambattur OT, Ambattur I.E, Collector Nagar, CMBT, Vadapalani, Liberty, Bharathi nagar, Panagal park",T.Nagar
M45,T. Nagar,Kilkattalai,"Saidapet, Velachery",T.Nagar
47D cut,T.Nagar,Korattur,"Adyar, T. Nagar, Sterling Road, Lucas",T.Nagar
49R,T. Nagar,Thiruverkadu,"Saidapet, Guindy, Ramapuram, Valasar awakkam, Maduravoyal,Velappan chavadi",T.Nagar
51B xt,T.Nagar,Ottiyambakkam,"Saidapet, Checkpost, Velachery, Narayanapuram, Pallikaranai, Medavakkam, Sithalapakkam koot road, Sithalapakkam, Arasan kazhani",T.Nagar
51M,T. Nagar,Madipakkam BS,"Saidapet, Guindy, NGO Colony, ST Thomas Mount, Vanuvampet, Madipakkam Koot road",T.Nagar
51N,T.Nagar,Moovarasampet,"Saidapet, Guindy, NGO Colony, ST Thomas Mount, Vanuvampet, Madipakkam Koot road",T.Nagar
M51,T. Nagar,Sholinganallur,"Velachery, Medavakkam",T.Nagar
M51C,T. Nagar,Ottiambakkam,"Velachery, MEDAVAKKAM, Perumbakkam",T.Nagar
M51V,T.Nagar,Kolathur,"Velachery,Medavakkam,Sithalapakkam koot road,Kovilancherry,Madurapakkam,Po nmar,Mambakkam Rice mill, Mambakkam",T.Nagar
M51,T.Nagar,Sholinganallur,"Saidapet, Velacherry, Pallikaranai, Medavakkam, Perumbakkam",T.Nagar
M51C,T.Nagar,Ottiambakkam,"Arasan Kazhani, Nukkanpalayam, Perumbakkam, Medavakkam, Pallikaranai, Velacherry, Checkpost, Saidapet",T.Nagar
52F,T.Nagar,Nemilicheri,"Chromepet,",T.Nagar
54V,T.Nagar,Veppampattu,"Sri ram Engg college,Perumalpattu, Ramasamy nagar, Periyakottambedu, Pudhuchatiram, Vellavedu,Poonamallee, Kumananchavadi, SRMC, Porur, Guindy, Saidapet",T.Nagar
G54,T.Nagar,Vellavedu,"Poonamallee, Kumananchavadi, SRMC, Porur, Guindy, Saidapet",T.Nagar
M54,T.Nagar,Poonamallee,"Saidepet, Guindy, Porur, Iyyapanthangal, Kumananchavadi",T.Nagar
88L,T.Nagar,Periyar Colony,"Gunidy, Porur, Kundrathur",T.Nagar
G118,T.Nagar,Kavanoor Koot Road,"Guindy, Pallavaram, Tambaram, Vandaloor Zoo, Guduvanchery",T.Nagar
